Train_Loss,Train_Accuracy,Val_Loss,Val_Accuracy,Epoch
0.6833100641999289,0.7445317088192656,0.42714718252791883,0.7654007185589183,1
0.5160583898143005,0.8114540517785167,0.3406132995682275,0.8740031899827899,2
0.43886806290411934,0.8621366706513266,0.30655402565162454,0.879037082195282,3
0.388461017123721,0.8804866412213741,0.2700162002189962,0.9037081346367345,4
0.3653481777354793,0.8875513800227915,0.2559784753096298,0.9106359644369646,5
0.3425178205027101,0.8963593658600145,0.23502720276667083,0.9131778316064314,6
0.326439560952302,0.9014790076335878,0.22990629022667758,0.9147727272727273,7
0.3185026831201818,0.9022313565698289,0.21849436415064713,0.9235944982730981,8
0.30654817342529644,0.9099750441449289,0.20520082177560373,0.9251893939393939,9
0.3013462360074358,0.9142505872340603,0.20523741282701263,0.9337121212121212,10
0.2967335956718834,0.912580739905816,0.19578509532765254,0.933064195242795,11
0.2735396164649972,0.9171131826539076,0.1985544985372748,0.9292763164549163,12
0.2834650502019496,0.9119751908396947,0.19216898677304517,0.9337121212121212,13
0.2773339649255745,0.9159204345623045,0.19347024215376388,0.9241925839221838,14
0.2710164890939487,0.9158103347734641,0.19616700386698158,0.9273823770609769,15
0.2724818965170614,0.9153332355368229,0.18685691331514118,0.92484050989151,16
0.2579760216078311,0.9221227246386404,0.17528841763820538,0.9377990437276436,17
0.25715664023408036,0.9193885790482732,0.19191239584212336,0.9283293467579465,18
0.2523825488200783,0.9205813271398763,0.1793279728333422,0.9289772727272727,19
0.2566076143736923,0.9214070757836786,0.16733007600186312,0.9375,20
