Train_Loss,Train_Accuracy,Val_Loss,Val_Accuracy,Epoch
0.6938529654198232,0.41988402832555405,0.6930112656445196,0.7607157103943102,1
0.6934997470093779,0.5475447739808614,0.6931863153998027,0.24187599709539703,2
0.6931140534802932,0.2815435997402395,0.6925896283878462,0.2405801433505434,3
0.44341277768721604,0.6814261597531442,0.2446366677976866,0.869567385225585,4
0.20904044638055994,0.9183059307455107,0.18236266939489176,0.9245414679700678,5
0.1866293424200789,0.9299948620432206,0.15490745909490614,0.939344099073699,6
0.16698814020107153,0.9316647093714648,0.16909794650850452,0.9264354073640072,7
0.16595460973428275,0.9377385496183206,0.14646065875187816,0.9425338922124921,8
0.15845238653241717,0.9392982971577244,0.13681455796239816,0.946969696969697,9
0.1448269122414757,0.9449133882085785,0.18967681027384525,0.8999202558488557,10
0.13841911278381183,0.9458492366412213,0.13074343003982666,0.9529505588791587,11
0.13061686601822764,0.9483631826539076,0.1317579025333017,0.9437799038309039,12
0.13157060722604647,0.951574427480916,0.13495181693426714,0.9393939393939394,13
0.1216278791770414,0.951225778073755,0.12630353685136267,0.9529505588791587,14
0.11779902450135078,0.953611274256961,0.13614540510701081,0.9450757575757576,15
0.11608625709717718,0.9556297709923665,0.11966446451378462,0.9573863636363636,16
0.11253866591068329,0.9594465648854962,0.12475479257758261,0.9418859644369646,17
0.11428470894776457,0.9561068702290076,0.12492894295563749,0.9529505588791587,18
0.106848686369323,0.9583822666233732,0.12301319398964583,0.9510566194852194,19
0.10165808237812343,0.9593364650966557,0.11645869147086074,0.9583333333333334,20
0.1007069113887284,0.9632633587786259,0.11407209759219153,0.9535984848484849,21
0.0961433320401985,0.9608778625954199,0.1211476280199487,0.9586323770609769,22
0.10036195537377583,0.9572996183206107,0.10733044738608948,0.9583333333333334,23
0.09248993621204872,0.9615935114503816,0.10901429736317061,0.9567384376670375,24
0.09601632443812613,0.9635019083969466,0.10543273602213178,0.9544956142252142,25
0.09662680413235643,0.963043159200945,0.1134669221259032,0.9567384376670375,26
0.09069224840341185,0.9651717557251909,0.10055063961007679,0.9630681818181818,27
0.09051944844812163,0.9654103053435115,0.1149504323465855,0.9535984848484849,28
0.08818924809649155,0.9655387551729916,0.10008924467308752,0.961473286151886,29
0.08355793713802004,0.9682912508039984,0.10208257182732525,0.9548444982730981,30
0.08373388568224623,0.9662544040279534,0.10679627882454219,0.9621212121212122,31
0.08078884043709147,0.9699427480916031,0.11585559078053798,0.9564393939393939,32
0.0717268033123205,0.9724566941042893,0.10231438857143386,0.9668560606060606,33
0.0752429588803414,0.9704198473282443,0.10795464322742428,0.9583333333333334,34
0.07420998884433255,0.9725667938931297,0.10029831357578875,0.964314195242795,35
0.07285409409837589,0.9720896946564885,0.09301340780002158,0.9624202558488557,36
0.061582983941912806,0.9742366412213741,0.09592253152613214,0.9573863636363636,37
0.0672152794615459,0.9720896946564885,0.09820235853484356,0.9662081346367345,38
0.06211564097389567,0.9763835877862596,0.09978820234340681,0.9630681818181818,39
0.06199528285624268,0.9744751908396947,0.08633171572516943,0.9668560606060606,40
0.05944708629946271,0.9763835877862596,0.09666993791882167,0.9646132371642373,41
0.05859858615693484,0.9782919847328244,0.09384310373023852,0.9725378787878788,42
0.05551064593693799,0.9794847328244275,0.10793730966596796,0.9557914679700678,43
0.05301179731317827,0.9782919847328244,0.08835100204516863,0.9699960134246133,44
0.05423307724577359,0.9798517322722282,0.08669337514905778,0.9715909090909091,45
0.05595565151275695,0.9770992366412213,0.07914083439603177,0.9696969696969697,46
0.04578612298898179,0.9819986788371137,0.08436985804510953,0.9659090909090909,47
0.051292027134993735,0.978181884943984,0.07537912810980302,0.9699960134246133,48
0.04877644999583448,0.9804389312977099,0.09469634809550023,0.9652611649397648,49
0.05306020824083772,0.9811545801526718,0.0842485639372928,0.9652611649397648,50
